部件,关节归属,类型,材料,本轮新增或替换,制造信息,源清单,STEP,打印主文件,显示网格,网格SHA256,最近专用图册,备注
R23_RT2_LEAD_1_FORMED,trunk_base,沿用部件,Original purchased NTC copper lead,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/mechanical_completion/ports_v2/STEP_毫米/R23_RT2_LEAD_1_FORMED.step,,work/r23-power-integration/thermal/mechanical_completion/ports_v2/STL_装配坐标_毫米/R23_RT2_LEAD_1_FORMED.stl,74c984d5496d4425a3f8446634fe3554a861ad2d5ef4748735259f5e68760eb3,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,"RT2 original lead formed before installation; fixture holds source lead adjacent body, no load on bead."
R23_RT2_LEAD_2_FORMED,trunk_base,沿用部件,Original purchased NTC copper lead,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/mechanical_completion/ports_v2/STEP_毫米/R23_RT2_LEAD_2_FORMED.step,,work/r23-power-integration/thermal/mechanical_completion/ports_v2/STL_装配坐标_毫米/R23_RT2_LEAD_2_FORMED.stl,64329c9353d1366e5a544ff838f801d1a86d3b36972abbc4a8c76c1ea3e8a0e1,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,"RT2 original lead formed before installation; fixture holds source lead adjacent body, no load on bead."
R23_T75_PCB_FINISHED,trunk_base,pcb_substrate_reference,"Purchased populated PCB, retained R8 native",True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/STEP_毫米/R23_T75_PCB_FINISHED.step,,work/r23-power-integration/thermal/STL_装配坐标_毫米/R23_T75_PCB_FINISHED.stl,84bbce7c65d7c6aa222375cea51e99c72baf344732214f596592ad41f82dc0db,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,"Actual Edge.Cuts rectangle, finished thickness and all native footprint drill voids. Copper, mask thickness and via voids not represented; no installed material mass inferred."
R23_T75_C1_BODY,trunk_base,component_reference,"Purchased populated PCB, retained R8 native",True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/STEP_毫米/R23_T75_C1_BODY.step,,work/r23-power-integration/thermal/STL_装配坐标_毫米/R23_T75_C1_BODY.stl,75e53580205ed16bac9ec47180fe5697c241a05f9b9d4d4da25cad9a3fe23342,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,"Native Fab plus released footprint/pad conservative XY bound, extruded by declared package/engineering height; empty corners may overstate collision"
R23_T75_J1_BODY,trunk_base,component_reference,"Purchased populated PCB, retained R8 native",True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/STEP_毫米/R23_T75_J1_BODY.step,,work/r23-power-integration/thermal/STL_装配坐标_毫米/R23_T75_J1_BODY.stl,29eb4449645a2793110a1492c3a7f1f8df198bcd6255c3138fa22cba91407ec4,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,"Native Fab plus released footprint/pad conservative XY bound, extruded by declared package/engineering height; empty corners may overstate collision"
R23_T75_U1_BODY,trunk_base,component_reference,"Purchased populated PCB, retained R8 native",True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/STEP_毫米/R23_T75_U1_BODY.step,,work/r23-power-integration/thermal/STL_装配坐标_毫米/R23_T75_U1_BODY.stl,bcaf9d7c23a19f34a280c1f414175793a7dde683d7068c1699e2447d2275f168,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,"Native Fab plus released footprint/pad conservative XY bound, extruded by declared package/engineering height; empty corners may overstate collision"
R23_T75_J1_MATED_UNION,trunk_base,mating_union_budget,"Purchased populated PCB, retained R8 native",True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/STEP_毫米/R23_T75_J1_MATED_UNION.step,,work/r23-power-integration/thermal/STL_装配坐标_毫米/R23_T75_J1_MATED_UNION.stl,5bcea61680f67d71af7e8f95cb5da755493ecf915a1f6c126fe9b4a4b1f4aea7,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,Existing engaged header/housing engineering union; overlaps header intentionally. Not detailed actual plug solid or additional mass.
R23_T65_RH_M3_metal_compression_limiter,trunk_base,thermal_manufacturing_candidate,SUS304 precision tube OD5 ID3.2,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STEP_毫米/R23_T65_RH_M3_metal_compression_limiter.step,,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STL_装配坐标_毫米/R23_T65_RH_M3_metal_compression_limiter.stl,e163201bbb4fafd446b31f3e4c476e5db5f41c5c6d0aa87bb628ade2d7499f7c,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,"Actual endsY−49.71 and−38.80. L10.91±.01; lapped square. RH clamp force passes through metal to lug, not through PEEK. Sleeve is part of heat leakage model to T65 bracket."
R23_T65_limiter_front_VMQ,trunk_base,thermal_manufacturing_candidate,VMQ30A .075free/.050installed ring,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STEP_毫米/R23_T65_limiter_front_VMQ.step,,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STL_装配坐标_毫米/R23_T65_limiter_front_VMQ.stl,9abe2cf32b6ed7a4f248d9ac286b8233e53776fcd5eecb910e783170ebb5053d,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,
R23_RH_upper_M3_washer,trunk_base,thermal_manufacturing_candidate,SUS304 washer,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STEP_毫米/R23_RH_upper_M3_washer.step,,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STL_装配坐标_毫米/R23_RH_upper_M3_washer.stl,5d75be2d47dcb0e571ecec4747c894876985c2ba744a5450614781915ef21769,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,
R23_RH_upper_M3x20,trunk_base,thermal_manufacturing_candidate,Certified stainless DIN912 / DIN7985H screw,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STEP_毫米/R23_RH_upper_M3x20.step,,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STL_装配坐标_毫米/R23_RH_upper_M3x20.stl,5cda6a2a42ae0ab0ca835561351bda322b8d4be1abc1b0fbdda081e7a6c191ff,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,Underhead worldY-38.3;axis−Y;L20;D5.5;H3;nominal external thread only. Stock length/driver and lot strength gauged.
R23_RH_lower_M3_washer,trunk_base,thermal_manufacturing_candidate,SUS304 washer,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STEP_毫米/R23_RH_lower_M3_washer.step,,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STL_装配坐标_毫米/R23_RH_lower_M3_washer.stl,73069b3378b8bb6ccc453d821e439566eb629ade1a16de48dfb4b8e24016e16f,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,
R23_RH_lower_M3x8,trunk_base,thermal_manufacturing_candidate,NBK SLHS-M3-8-SD small low head,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STEP_毫米/R23_RH_lower_M3x8.step,,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STL_装配坐标_毫米/R23_RH_lower_M3x8.stl,6ec90b49ba5c375bc8900e4158be938f2c3ee8f512d4cf992d814c274bee5f35,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,Underhead worldY-49.21;axis−Y;L8;D4.5;H2;nominal external thread only. Stock length/driver and lot strength gauged.
R23_T65_board_M2_washer_1,trunk_base,thermal_manufacturing_candidate,SUS304 washer,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STEP_毫米/R23_T65_board_M2_washer_1.step,,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STL_装配坐标_毫米/R23_T65_board_M2_washer_1.stl,aed0b21e6f11af47ef9e8465b88d92adbe7426567d54a7d48ee38f9caea4527b,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,
R23_T65_board_M2x3_1,trunk_base,thermal_manufacturing_candidate,Certified stainless DIN912 / DIN7985H screw,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STEP_毫米/R23_T65_board_M2x3_1.step,,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STL_装配坐标_毫米/R23_T65_board_M2x3_1.stl,92ce085c5705918590b38bb306e9c39cfb62f74c144e92acf6dec80c12abf54c,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,Underhead worldY-32.3;axis−Y;L3;D3.8;H2;nominal external thread only. Stock length/driver and lot strength gauged.
R23_T65_board_M2_washer_2,trunk_base,thermal_manufacturing_candidate,SUS304 washer,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STEP_毫米/R23_T65_board_M2_washer_2.step,,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STL_装配坐标_毫米/R23_T65_board_M2_washer_2.stl,dcaf9b7fcf69c79acf7568de6df72562f82dbf57828c77cd917ad6ab5e3dc725,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,
R23_T65_board_M2x3_2,trunk_base,thermal_manufacturing_candidate,Certified stainless DIN912 / DIN7985H screw,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STEP_毫米/R23_T65_board_M2x3_2.step,,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STL_装配坐标_毫米/R23_T65_board_M2x3_2.stl,678d29210496d08d2a468d08ea6eaa3ec42bc49c08b6abcf4c4a8555e840cdfa,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,Underhead worldY-32.3;axis−Y;L3;D3.8;H2;nominal external thread only. Stock length/driver and lot strength gauged.
R23_T65_RH_side_thermal_pad,trunk_base,thermal_manufacturing_candidate,Shin-Etsu G-775 controlled100um bondline; no insulation or structural credit,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STEP_毫米/R23_T65_RH_side_thermal_pad.step,,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STL_装配坐标_毫米/R23_T65_RH_side_thermal_pad.stl,4ae8b4df1ec1ed5094997fdfc954fcac5410b9d316dd5ae97f1a4f5b01ff43b6,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,
R23_T65_U1_side_thermal_pad,trunk_base,thermal_manufacturing_candidate,Shin-Etsu G-775 controlled100um bondline; no insulation or structural credit,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STEP_毫米/R23_T65_U1_side_thermal_pad.step,,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STL_装配坐标_毫米/R23_T65_U1_side_thermal_pad.stl,07f72eb016eb40e693b14ae37cb750c56a84d20199b1dd74c68eb85279ef2e00,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,
R23_RT3_body_TIM50um,trunk_base,thermal_manufacturing_candidate,Shin-Etsu G-775 controlled50um bondline; no insulation credit,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STEP_毫米/R23_RT3_body_TIM50um.step,,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STL_装配坐标_毫米/R23_RT3_body_TIM50um.stl,cca02bb087ffe4e702d9ce2c471d81a8dd8dc0c60673bac315e208e57a14bf87,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,
R23_RT3_VMQ_front_preload,trunk_base,thermal_manufacturing_candidate,VMQ30A .25free/.20installed preload pad,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STEP_毫米/R23_RT3_VMQ_front_preload.step,,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STL_装配坐标_毫米/R23_RT3_VMQ_front_preload.stl,27717a19c9f54538cd10c1675c95cf5f566c32fca29665dcbe8daba4dcbcd95c,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,
R23_RT3_removable_preload_lid,trunk_base,thermal_manufacturing_candidate,PEEK450G CNC,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STEP_毫米/R23_RT3_removable_preload_lid.step,,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STL_装配坐标_毫米/R23_RT3_removable_preload_lid.stl,41ca5c7ec6228246539dc079a395265b87e4a4b5b280aed9a38255380947da81,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,"Front M1.6x3 releases lid before sensor extraction. .20mm installed VMQ pad gives low force, target .05.. .1N verified on fixture; ceramic/load path does not use leads. Max NTCD3.8x3.0 retained."
R23_RT3_lid_M1p6x3,trunk_base,thermal_manufacturing_candidate,Certified stainless DIN912 / DIN7985H screw,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STEP_毫米/R23_RT3_lid_M1p6x3.step,,work/r23-power-integration/thermal/mechanical_completion/rh_completion/STL_装配坐标_毫米/R23_RT3_lid_M1p6x3.stl,48c9cabb4cda351b768581d0b34d589b0bad90d7f872a4a544ee8b7d3445cecc,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,Underhead worldY-32.36;axis−Y;L3;D3.4;H1.62;nominal external thread only. Stock length/driver and lot strength gauged.
R23_T65_PCB_FINISHED,trunk_base,pcb_substrate_reference,"Purchased populated PCB, retained R8 native",True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/thermal/mechanical_completion/manifest.json,work/r23-power-integration/thermal/STEP_毫米/R23_T65_PCB_FINISHED.step,,work/r23-power-integration/thermal/STL_装配坐标_毫米/R23_T65_PCB_FINISHED.stl,1caa4022c069eba17ae11cc85b082741b6d64ebc5b9a58968c855c6bf7e7c0db,work/r23-power-integration/thermal/mechanical_completion/R23_热组件_制造尺寸与装配.pdf,"Actual Edge.Cuts rectangle, finished thickness and all native footprint drill voids. Copper, mask thickness and via voids not represented; no installed material mass inferred."
